time,open,high,low,close,datetime
1765510680,543.34,544.56,543.23,544.29,2025-12-12 03:38:00
1765510740,544.16,545.21,543.97,544.08,2025-12-12 03:39:00
1765510800,543.91,544.23,543.48,544.04,2025-12-12 03:40:00
1765510860,543.91,544.24,543.13,543.17,2025-12-12 03:41:00
1765510920,542.97,542.97,542.09,542.89,2025-12-12 03:42:00
1765510980,543.19,543.29,542.45,542.94,2025-12-12 03:43:00
1765511040,543.05,543.05,542.08,542.51,2025-12-12 03:44:00
1765511100,542.49,544.4,542.49,544.23,2025-12-12 03:45:00
1765511160,544.17,544.52,543.75,543.95,2025-12-12 03:46:00
1765511220,544.16,544.16,543.07,543.07,2025-12-12 03:47:00
1765511280,543.18,543.34,542.58,543.16,2025-12-12 03:48:00
1765511340,542.97,544.6,542.97,544.6,2025-12-12 03:49:00
1765511400,544.42,545.73,544.02,545.73,2025-12-12 03:50:00
1765511460,545.73,545.73,544.8,545.09,2025-12-12 03:51:00
1765511520,544.81,545.45,544.43,544.43,2025-12-12 03:52:00
1765511580,544.45,544.65,543.93,544.61,2025-12-12 03:53:00
1765511640,544.35,544.45,543.5,543.64,2025-12-12 03:54:00
1765511700,543.8,543.82,542.9,543.27,2025-12-12 03:55:00
1765511760,543.5,544.5,543.5,544.4,2025-12-12 03:56:00
1765511820,544.57,544.57,542.65,542.82,2025-12-12 03:57:00
1765511880,542.72,543.96,542.49,543.96,2025-12-12 03:58:00
1765511940,543.93,545.25,543.74,544.44,2025-12-12 03:59:00
1765512000,544.41,544.41,543.21,543.91,2025-12-12 04:00:00
1765512060,543.96,543.96,542.83,543.14,2025-12-12 04:01:00
1765512120,542.99,543.77,542.28,543.66,2025-12-12 04:02:00
1765512180,543.44,543.59,543.17,543.44,2025-12-12 04:03:00
1765512240,543.58,544.25,543.46,543.99,2025-12-12 04:04:00
1765512300,543.91,544.08,543.51,544.05,2025-12-12 04:05:00
1765512360,544.21,544.34,543.74,544.12,2025-12-12 04:06:00
1765512420,544.36,544.6,543.38,543.38,2025-12-12 04:07:00
1765512480,543.6,544.47,543.45,544.34,2025-12-12 04:08:00
1765512540,544.21,544.42,543.4,543.42,2025-12-12 04:09:00
1765512600,543.27,543.29,542.13,542.33,2025-12-12 04:10:00
1765512660,542.48,542.69,541.34,542.2,2025-12-12 04:11:00
1765512720,542.14,542.33,541.54,541.64,2025-12-12 04:12:00
1765512780,541.75,541.99,541.35,541.99,2025-12-12 04:13:00
1765512840,541.84,542.07,540.33,540.69,2025-12-12 04:14:00
1765512900,540.62,541.76,540.35,541.59,2025-12-12 04:15:00
1765512960,541.72,542.34,541.5,541.93,2025-12-12 04:16:00
1765513020,541.9,542.65,541.23,541.89,2025-12-12 04:17:00
1765513080,541.9,543.26,541.88,543.18,2025-12-12 04:18:00
1765513140,543.2,543.74,542.92,543.2,2025-12-12 04:19:00
1765513200,543.17,543.82,542.88,542.97,2025-12-12 04:20:00
1765513260,542.99,542.99,541.08,542.09,2025-12-12 04:21:00
1765513320,542.09,542.41,541.75,542.23,2025-12-12 04:22:00
1765513380,542.15,542.5,541.46,541.46,2025-12-12 04:23:00
1765513440,541.71,542.04,540.96,541.17,2025-12-12 04:24:00
1765513500,541.37,542.79,541.07,542.53,2025-12-12 04:25:00
1765513560,542.44,542.44,541.43,542.24,2025-12-12 04:26:00
1765513620,542.22,542.51,541.57,541.8,2025-12-12 04:27:00
1765513680,541.9,542.07,541.47,541.56,2025-12-12 04:28:00
1765513740,541.44,542.29,541.44,542.03,2025-12-12 04:29:00
1765513800,542.11,542.25,541.73,542.24,2025-12-12 04:30:00
1765513860,542.22,542.42,541.63,541.69,2025-12-12 04:31:00
1765513920,541.47,541.99,541.01,541.94,2025-12-12 04:32:00
1765513980,542.07,542.17,541.75,542.02,2025-12-12 04:33:00
1765514040,542.07,542.44,541.88,542.44,2025-12-12 04:34:00
1765514100,542.52,543.61,542.52,543.61,2025-12-12 04:35:00
1765514160,543.31,544.42,543.09,544.21,2025-12-12 04:36:00
1765514220,544.07,544.61,543.93,544.54,2025-12-12 04:37:00
1765514280,544.75,545.28,544.2,544.2,2025-12-12 04:38:00
1765514340,544.36,544.74,543.69,543.85,2025-12-12 04:39:00
1765514400,543.86,543.86,542.95,543.1,2025-12-12 04:40:00
1765514460,543.04,543.68,542.68,543.01,2025-12-12 04:41:00
1765514520,543.03,543.66,542.66,542.66,2025-12-12 04:42:00
1765514580,542.65,543.41,542.56,543.41,2025-12-12 04:43:00
1765514640,543.66,544.95,543.66,544.87,2025-12-12 04:44:00
1765514700,545.08,545.65,544.98,545.35,2025-12-12 04:45:00
1765514760,545.22,545.63,544.98,545.29,2025-12-12 04:46:00
1765514820,545.2,545.52,544.36,545.52,2025-12-12 04:47:00
1765514880,545.53,546.39,545.21,546.22,2025-12-12 04:48:00
1765514940,546.1,546.26,545.21,545.21,2025-12-12 04:49:00
1765515000,544.95,545.64,544.7,544.72,2025-12-12 04:50:00
1765515060,544.76,545.39,544.52,544.52,2025-12-12 04:51:00
1765515120,544.5,544.77,544.01,544.69,2025-12-12 04:52:00
1765515180,544.65,545.21,544.38,545.08,2025-12-12 04:53:00
1765515240,545.14,545.43,544.84,544.96,2025-12-12 04:54:00
1765515300,544.78,545.17,544.24,544.71,2025-12-12 04:55:00
1765515360,544.92,544.92,544.02,544.66,2025-12-12 04:56:00
1765515420,544.6,544.66,543.55,543.8,2025-12-12 04:57:00
1765515480,543.64,543.84,542.94,543.57,2025-12-12 04:58:00
1765515540,543.42,543.76,542.77,542.97,2025-12-12 04:59:00
1765515600,542.89,543.19,542.57,542.72,2025-12-12 05:00:00
1765515660,542.71,543.03,541.93,542.12,2025-12-12 05:01:00
1765515720,542.05,542.15,541.59,541.98,2025-12-12 05:02:00
1765515780,541.9,542.51,541.77,542.51,2025-12-12 05:03:00
1765515840,542.64,543.38,542.62,543.38,2025-12-12 05:04:00
1765515900,543.22,544.55,543.22,544.41,2025-12-12 05:05:00
1765515960,544.19,545.35,544.08,545.26,2025-12-12 05:06:00
1765516020,545.25,545.73,544.94,545.15,2025-12-12 05:07:00
1765516080,545.13,546.66,545.07,546.61,2025-12-12 05:08:00
1765516140,546.75,546.93,546.06,546.46,2025-12-12 05:09:00
1765516200,546.16,546.39,545.1,545.67,2025-12-12 05:10:00
1765516260,545.8,547.05,545.8,546.93,2025-12-12 05:11:00
1765516320,546.69,547.0,546.02,546.71,2025-12-12 05:12:00
1765516380,546.71,548.54,546.71,548.54,2025-12-12 05:13:00
1765516440,548.61,548.77,548.12,548.77,2025-12-12 05:14:00
1765516500,548.82,549.13,547.96,547.96,2025-12-12 05:15:00
1765516560,548.12,549.15,547.72,549.15,2025-12-12 05:16:00
1765516620,548.97,549.05,548.07,548.1,2025-12-12 05:17:00
1765516680,548.12,549.21,547.81,549.17,2025-12-12 05:18:00
1765516740,549.22,550.3,549.03,550.3,2025-12-12 05:19:00
1765516800,550.39,550.4,549.8,550.12,2025-12-12 05:20:00
1765516860,550.03,550.22,549.29,549.99,2025-12-12 05:21:00
1765516920,549.92,550.08,549.22,549.31,2025-12-12 05:22:00
1765516980,549.49,549.62,548.48,548.78,2025-12-12 05:23:00
1765517040,548.75,549.22,548.47,548.82,2025-12-12 05:24:00
1765517100,548.6,548.6,547.36,547.43,2025-12-12 05:25:00
1765517160,547.34,547.34,546.75,546.84,2025-12-12 05:26:00
1765517220,547.09,548.07,547.09,547.85,2025-12-12 05:27:00
1765517280,547.99,548.9,547.55,548.19,2025-12-12 05:28:00
1765517340,548.05,548.05,546.56,547.19,2025-12-12 05:29:00
1765517400,547.26,547.5,546.84,546.91,2025-12-12 05:30:00
1765517460,546.63,547.46,546.63,547.45,2025-12-12 05:31:00
1765517520,547.86,548.45,547.05,548.02,2025-12-12 05:32:00
1765517580,547.99,548.84,547.99,548.53,2025-12-12 05:33:00
1765517640,548.5,549.76,548.47,549.64,2025-12-12 05:34:00
1765517700,549.62,551.03,549.62,550.47,2025-12-12 05:35:00
1765517760,550.66,551.07,550.38,550.78,2025-12-12 05:36:00
1765517820,551.02,551.3,550.57,550.8,2025-12-12 05:37:00
1765517880,550.71,550.73,550.21,550.24,2025-12-12 05:38:00
1765517940,550.33,550.87,549.84,550.68,2025-12-12 05:39:00
1765518000,550.78,551.09,550.52,550.94,2025-12-12 05:40:00
1765518060,550.99,551.25,550.73,550.75,2025-12-12 05:41:00
1765518120,550.89,551.31,550.41,550.41,2025-12-12 05:42:00
1765518180,550.27,551.13,550.18,551.13,2025-12-12 05:43:00
1765518240,551.11,551.24,550.5,551.24,2025-12-12 05:44:00
1765518300,550.94,551.16,550.37,550.64,2025-12-12 05:45:00
1765518360,550.63,550.8,549.51,550.05,2025-12-12 05:46:00
1765518420,550.18,550.2,549.02,549.02,2025-12-12 05:47:00
1765518480,548.97,549.61,548.69,548.95,2025-12-12 05:48:00
1765518540,549.02,549.87,549.02,549.87,2025-12-12 05:49:00
1765518600,549.82,550.43,549.42,550.41,2025-12-12 05:50:00
1765518660,550.18,551.38,550.08,551.21,2025-12-12 05:51:00
1765518720,550.92,552.05,550.84,551.71,2025-12-12 05:52:00
1765518780,551.72,552.13,551.41,551.68,2025-12-12 05:53:00
1765518840,551.71,551.83,551.14,551.47,2025-12-12 05:54:00
1765518900,551.18,551.27,550.26,550.26,2025-12-12 05:55:00
1765518960,550.47,550.7,549.8,549.89,2025-12-12 05:56:00
1765519020,549.77,550.23,549.33,549.91,2025-12-12 05:57:00
1765519080,550.04,550.42,549.49,550.42,2025-12-12 05:58:00
1765519140,550.39,550.39,548.87,549.11,2025-12-12 05:59:00
1765519200,548.76,548.76,547.4,547.4,2025-12-12 06:00:00
1765519260,547.42,547.45,546.42,546.42,2025-12-12 06:01:00
1765519320,546.34,547.91,546.34,547.84,2025-12-12 06:02:00
1765519380,547.7,547.78,546.28,546.45,2025-12-12 06:03:00
1765519440,546.42,546.62,545.68,545.68,2025-12-12 06:04:00
1765519500,545.8,547.04,545.75,546.05,2025-12-12 06:05:00
1765519560,546.38,546.89,546.38,546.63,2025-12-12 06:06:00
1765519620,546.75,548.01,546.64,547.94,2025-12-12 06:07:00
1765519680,547.96,548.46,547.65,548.16,2025-12-12 06:08:00
1765519740,548.1,548.14,546.79,546.82,2025-12-12 06:09:00
1765519800,547.14,547.98,547.13,547.58,2025-12-12 06:10:00
1765519860,547.54,548.57,547.43,548.17,2025-12-12 06:11:00
1765519920,548.06,549.35,548.06,549.04,2025-12-12 06:12:00
1765519980,548.86,548.96,547.62,548.12,2025-12-12 06:13:00
1765520040,548.04,548.74,548.04,548.64,2025-12-12 06:14:00
1765520100,548.7,549.02,547.7,547.79,2025-12-12 06:15:00
1765520160,547.78,548.25,547.52,547.87,2025-12-12 06:16:00
1765520220,547.98,548.67,547.87,548.05,2025-12-12 06:17:00
1765520280,548.13,548.9,547.2,547.25,2025-12-12 06:18:00
1765520340,547.29,547.29,545.74,546.19,2025-12-12 06:19:00
1765520400,546.57,547.14,546.17,546.17,2025-12-12 06:20:00
1765520460,546.16,546.16,543.99,544.68,2025-12-12 06:21:00
1765520520,544.46,545.57,543.68,545.33,2025-12-12 06:22:00
1765520580,545.25,545.25,543.9,543.9,2025-12-12 06:23:00
1765520640,543.97,544.33,543.32,543.61,2025-12-12 06:24:00
1765520700,543.65,543.67,542.19,542.25,2025-12-12 06:25:00
1765520760,542.25,542.39,541.79,542.39,2025-12-12 06:26:00
1765520820,542.42,542.49,541.51,541.74,2025-12-12 06:27:00
1765520880,541.66,542.83,541.3,542.83,2025-12-12 06:28:00
1765520940,543.14,543.14,542.09,542.48,2025-12-12 06:29:00
1765521000,542.58,542.77,542.15,542.52,2025-12-12 06:30:00
1765521060,542.48,542.75,541.82,541.82,2025-12-12 06:31:00
1765521120,541.69,541.8,540.84,541.53,2025-12-12 06:32:00
1765521180,541.76,542.7,541.55,542.44,2025-12-12 06:33:00
1765521240,542.46,542.76,541.6,541.6,2025-12-12 06:34:00
1765521300,541.72,542.92,541.65,542.79,2025-12-12 06:35:00
1765521360,542.9,543.39,542.65,543.14,2025-12-12 06:36:00
1765521420,542.87,543.63,542.77,543.38,2025-12-12 06:37:00
1765521480,543.41,544.13,543.4,543.68,2025-12-12 06:38:00
1765521540,543.7,544.68,543.7,544.56,2025-12-12 06:39:00
1765521600,544.46,544.68,543.99,544.34,2025-12-12 06:40:00
1765521660,544.42,544.64,543.61,543.78,2025-12-12 06:41:00
1765521720,543.71,544.0,542.83,542.83,2025-12-12 06:42:00
1765521780,542.66,543.08,542.18,542.94,2025-12-12 06:43:00
1765521840,542.89,544.01,542.89,543.07,2025-12-12 06:44:00
1765521900,542.96,542.96,542.24,542.55,2025-12-12 06:45:00
1765521960,542.85,542.94,542.36,542.88,2025-12-12 06:46:00
1765522020,543.01,543.28,542.82,543.16,2025-12-12 06:47:00
1765522080,543.33,543.77,543.14,543.68,2025-12-12 06:48:00
1765522140,543.71,544.7,543.71,544.64,2025-12-12 06:49:00
1765522200,544.83,545.05,544.44,545.0,2025-12-12 06:50:00
1765522260,544.82,545.73,544.82,545.33,2025-12-12 06:51:00
1765522320,545.3,546.29,545.16,546.13,2025-12-12 06:52:00
1765522380,546.3,546.33,545.35,545.41,2025-12-12 06:53:00
1765522440,545.4,545.48,544.56,544.56,2025-12-12 06:54:00
1765522500,544.7,545.02,544.43,544.87,2025-12-12 06:55:00
1765522560,544.85,545.19,544.64,544.8,2025-12-12 06:56:00
1765522620,544.64,545.5,544.39,545.37,2025-12-12 06:57:00
1765522680,545.42,545.59,544.99,545.01,2025-12-12 06:58:00
1765522740,545.07,545.07,543.88,544.22,2025-12-12 06:59:00
1765522800,544.18,544.6,542.88,542.88,2025-12-12 07:00:00
1765522860,542.92,543.26,542.65,542.74,2025-12-12 07:01:00
1765522920,542.83,543.67,542.83,543.22,2025-12-12 07:02:00
1765522980,543.24,543.73,542.57,543.73,2025-12-12 07:03:00
1765523040,543.59,543.87,542.55,542.55,2025-12-12 07:04:00
1765523100,542.87,542.93,542.33,542.73,2025-12-12 07:05:00
1765523160,542.77,543.33,542.64,542.64,2025-12-12 07:06:00
1765523220,542.7,543.21,542.56,542.75,2025-12-12 07:07:00
1765523280,542.86,543.73,542.69,543.55,2025-12-12 07:08:00
1765523340,543.58,544.06,542.86,542.86,2025-12-12 07:09:00
1765523400,542.92,543.3,542.69,542.99,2025-12-12 07:10:00
1765523460,543.03,543.36,542.2,542.3,2025-12-12 07:11:00
1765523520,542.26,542.93,541.91,542.24,2025-12-12 07:12:00
1765523580,542.07,542.39,541.7,542.03,2025-12-12 07:13:00
1765523640,542.06,542.51,541.96,542.31,2025-12-12 07:14:00
1765523700,542.5,543.02,542.21,542.55,2025-12-12 07:15:00
1765523760,542.59,544.07,542.53,543.73,2025-12-12 07:16:00
1765523820,543.68,543.78,542.88,542.88,2025-12-12 07:17:00
1765523880,542.48,543.28,542.4,543.2,2025-12-12 07:18:00
1765523940,543.03,543.4,542.19,542.19,2025-12-12 07:19:00
1765524000,542.16,542.16,541.17,541.97,2025-12-12 07:20:00
1765524060,542.0,542.67,541.93,541.94,2025-12-12 07:21:00
1765524120,542.0,543.17,541.99,543.02,2025-12-12 07:22:00
1765524180,542.92,543.41,542.64,542.93,2025-12-12 07:23:00
1765524240,542.77,543.62,542.68,543.62,2025-12-12 07:24:00
1765524300,543.67,543.78,542.53,542.66,2025-12-12 07:25:00
1765524360,543.02,543.37,542.66,542.88,2025-12-12 07:26:00
1765524420,542.81,543.6,542.81,543.04,2025-12-12 07:27:00
1765524480,543.16,543.72,542.95,542.99,2025-12-12 07:28:00
1765524540,543.21,543.21,541.97,542.03,2025-12-12 07:29:00
1765524600,541.85,542.14,540.56,540.8,2025-12-12 07:30:00
1765524660,540.89,541.66,540.46,541.66,2025-12-12 07:31:00
1765524720,541.66,542.05,541.47,541.75,2025-12-12 07:32:00
1765524780,541.76,542.43,541.67,542.2,2025-12-12 07:33:00
1765524840,542.06,542.56,541.88,542.33,2025-12-12 07:34:00
1765524900,542.26,543.05,541.81,542.39,2025-12-12 07:35:00
1765524960,542.41,542.85,542.25,542.54,2025-12-12 07:36:00
1765525020,542.61,543.45,542.38,543.43,2025-12-12 07:37:00
1765525080,543.46,543.49,542.9,542.9,2025-12-12 07:38:00
1765525140,543.01,543.3,542.51,543.02,2025-12-12 07:39:00
1765525200,543.13,543.37,542.79,543.28,2025-12-12 07:40:00
1765525260,543.09,543.71,542.84,543.43,2025-12-12 07:41:00
1765525320,543.44,543.64,543.07,543.18,2025-12-12 07:42:00
1765525380,542.96,544.5,542.9,543.51,2025-12-12 07:43:00
1765525440,543.59,544.89,543.58,544.76,2025-12-12 07:44:00
1765525500,544.85,544.96,544.18,544.96,2025-12-12 07:45:00
1765525560,544.86,545.42,543.81,544.27,2025-12-12 07:46:00
1765525620,544.21,544.59,543.92,543.99,2025-12-12 07:47:00
1765525680,544.13,545.04,543.95,544.78,2025-12-12 07:48:00
1765525740,544.9,545.16,544.49,544.76,2025-12-12 07:49:00
1765525800,544.97,546.04,544.97,545.72,2025-12-12 07:50:00
1765525860,545.7,546.74,545.61,546.59,2025-12-12 07:51:00
1765525920,546.55,546.76,546.09,546.53,2025-12-12 07:52:00
1765525980,546.49,546.49,545.47,545.87,2025-12-12 07:53:00
1765526040,545.87,546.05,545.45,545.8,2025-12-12 07:54:00
1765526100,545.77,545.92,545.43,545.77,2025-12-12 07:55:00
1765526160,545.73,545.73,544.96,545.2,2025-12-12 07:56:00
1765526220,545.21,545.53,545.07,545.27,2025-12-12 07:57:00
1765526280,545.05,545.82,544.89,545.8,2025-12-12 07:58:00
1765526340,545.72,546.06,544.43,544.59,2025-12-12 07:59:00
1765526400,544.71,544.82,543.3,543.38,2025-12-12 08:00:00
1765526460,543.4,543.41,542.5,542.69,2025-12-12 08:01:00
1765526520,542.62,543.19,542.57,543.19,2025-12-12 08:02:00
1765526580,543.09,543.79,542.71,543.79,2025-12-12 08:03:00
1765526640,543.92,544.12,543.01,543.01,2025-12-12 08:04:00
1765526700,542.58,543.11,542.49,542.95,2025-12-12 08:05:00
1765526760,543.2,544.59,543.2,544.57,2025-12-12 08:06:00
1765526820,544.51,544.74,544.13,544.3,2025-12-12 08:07:00
