time,open,high,low,close,datetime
1763586531,896.66,904.66,894.96,895.73,2025-11-19 21:08:51
1763589600,895.71,897.95,884.16,886.6,2025-11-19 22:00:00
1763593200,886.54,898.46,884.81,897.21,2025-11-19 23:00:00
1763596800,896.98,915.88,895.2,906.87,2025-11-20 00:00:00
1763600400,906.86,908.14,890.53,891.47,2025-11-20 01:00:00
1763604000,891.57,908.71,890.39,907.53,2025-11-20 02:00:00
1763607600,907.35,907.48,891.78,892.76,2025-11-20 03:00:00
1763611200,892.49,895.49,879.38,894.48,2025-11-20 04:00:00
1763614800,894.61,909.13,887.52,909.04,2025-11-20 05:00:00
1763618400,908.57,915.2,898.23,900.81,2025-11-20 06:00:00
1763622000,901.17,906.97,892.23,894.62,2025-11-20 07:00:00
1763625600,894.95,895.99,883.92,890.91,2025-11-20 08:00:00
1763629200,890.59,895.54,885.84,890.99,2025-11-20 09:00:00
1763632800,890.92,897.89,885.6,886.52,2025-11-20 10:00:00
1763636400,886.39,891.49,881.13,881.69,2025-11-20 11:00:00
1763640000,881.66,894.85,881.31,884.87,2025-11-20 12:00:00
1763643600,885.11,886.17,869.93,873.76,2025-11-20 13:00:00
1763647200,873.42,875.17,866.77,868.55,2025-11-20 14:00:00
1763650800,868.8,868.8,851.26,862.2,2025-11-20 15:00:00
1763654400,862.12,869.98,858.03,867.52,2025-11-20 16:00:00
1763658000,867.57,882.09,867.37,872.44,2025-11-20 17:00:00
1763661600,872.46,879.13,871.33,878.53,2025-11-20 18:00:00
1763665200,878.67,887.42,869.65,872.03,2025-11-20 19:00:00
1763668800,872.3,874.3,862.78,867.2,2025-11-20 20:00:00
1763672400,867.1,874.14,858.56,859.67,2025-11-20 21:00:00
1763676000,859.53,866.32,854.71,856.15,2025-11-20 22:00:00
1763679600,856.29,862.6,850.78,853.4,2025-11-20 23:00:00
1763683200,853.33,855.08,838.63,838.87,2025-11-21 00:00:00
1763686800,838.74,845.52,833.29,841.37,2025-11-21 01:00:00
1763690400,841.33,850.48,833.22,844.74,2025-11-21 02:00:00
1763694000,844.44,853.58,841.58,848.4,2025-11-21 03:00:00
1763697600,848.31,848.35,828.09,828.98,2025-11-21 04:00:00
1763701200,828.78,829.42,817.1,817.92,2025-11-21 05:00:00
1763704800,817.84,825.49,817.71,823.8,2025-11-21 06:00:00
1763708400,824.05,825.59,805.95,806.53,2025-11-21 07:00:00
1763712000,806.44,810.94,802.11,803.06,2025-11-21 08:00:00
1763715600,802.91,806.34,790.62,794.0,2025-11-21 09:00:00
1763719200,794.06,804.16,790.55,804.07,2025-11-21 10:00:00
1763722800,803.98,805.27,795.94,796.4,2025-11-21 11:00:00
1763726400,796.24,807.45,795.59,804.5,2025-11-21 12:00:00
