time,open,high,low,close,datetime
1764604333,607.29,608.65,604.84,605.27,2025-12-01 15:52:13
1764604800,605.4,610.7,598.69,602.63,2025-12-01 16:00:00
1764608400,602.4,607.9,601.64,606.1,2025-12-01 17:00:00
1764612000,605.94,607.04,600.38,602.09,2025-12-01 18:00:00
1764615600,602.18,607.31,597.19,603.17,2025-12-01 19:00:00
1764619200,603.28,611.51,602.39,610.62,2025-12-01 20:00:00
1764622800,610.77,619.28,609.55,612.29,2025-12-01 21:00:00
1764626400,612.16,613.49,606.0,610.05,2025-12-01 22:00:00
1764630000,610.27,619.17,609.18,614.26,2025-12-01 23:00:00
1764633600,614.01,616.16,610.14,613.01,2025-12-02 00:00:00
1764637200,612.95,615.75,604.91,611.29,2025-12-02 01:00:00
1764640800,611.23,611.48,604.63,609.52,2025-12-02 02:00:00
1764644400,609.73,609.81,594.83,598.79,2025-12-02 03:00:00
1764648000,598.82,598.82,583.64,585.21,2025-12-02 04:00:00
1764651600,585.05,597.95,584.61,597.71,2025-12-02 05:00:00
1764655200,597.83,606.97,595.37,606.55,2025-12-02 06:00:00
1764658800,606.48,618.29,604.19,615.46,2025-12-02 07:00:00
1764662400,615.45,621.07,612.51,619.03,2025-12-02 08:00:00
1764666000,618.96,634.59,618.39,634.46,2025-12-02 09:00:00
1764669600,634.57,636.13,625.49,628.59,2025-12-02 10:00:00
1764673200,628.4,640.7,627.39,637.93,2025-12-02 11:00:00
1764676800,637.87,649.25,633.17,647.59,2025-12-02 12:00:00
1764680400,647.34,651.61,643.63,648.35,2025-12-02 13:00:00
1764684000,648.46,649.12,639.17,640.07,2025-12-02 14:00:00
1764687600,639.95,643.49,634.14,639.07,2025-12-02 15:00:00
1764691200,639.12,659.36,638.82,650.64,2025-12-02 16:00:00
1764694800,650.54,651.49,639.74,642.27,2025-12-02 17:00:00
1764698400,642.18,648.02,638.77,645.12,2025-12-02 18:00:00
1764702000,645.18,649.95,637.62,638.71,2025-12-02 19:00:00
1764705600,638.81,643.07,631.62,641.66,2025-12-02 20:00:00
1764709200,641.96,647.78,640.08,645.51,2025-12-02 21:00:00
1764712800,645.71,646.57,636.66,638.55,2025-12-02 22:00:00
1764716400,638.73,639.67,630.02,634.89,2025-12-02 23:00:00
1764720000,634.58,639.0,630.83,632.3,2025-12-03 00:00:00
1764723600,632.51,645.24,630.95,644.99,2025-12-03 01:00:00
1764727200,644.76,657.07,641.75,655.11,2025-12-03 02:00:00
1764730800,655.18,659.49,644.83,646.18,2025-12-03 03:00:00
1764734400,645.93,647.84,637.61,637.61,2025-12-03 04:00:00
1764738000,637.74,642.98,636.74,639.0,2025-12-03 05:00:00
1764741600,639.09,643.65,634.97,641.07,2025-12-03 06:00:00
1764745200,641.18,647.58,637.85,643.16,2025-12-03 07:00:00
1764748800,643.19,655.29,640.9,652.59,2025-12-03 08:00:00
1764752400,653.16,657.11,647.92,649.64,2025-12-03 09:00:00
1764756000,649.7,658.83,647.09,647.49,2025-12-03 10:00:00
1764759600,647.31,649.29,640.79,646.19,2025-12-03 11:00:00
1764763200,646.32,649.7,637.57,647.35,2025-12-03 12:00:00
1764766800,647.34,650.53,640.35,649.5,2025-12-03 13:00:00
1764770400,649.31,657.87,644.68,657.17,2025-12-03 14:00:00
1764774000,657.22,661.72,656.14,658.41,2025-12-03 15:00:00
1764777600,658.58,660.44,651.87,654.77,2025-12-03 16:00:00
1764781200,654.79,656.26,641.46,648.57,2025-12-03 17:00:00
1764784800,648.44,668.23,648.29,666.13,2025-12-03 18:00:00
1764788400,666.2,674.18,666.03,673.14,2025-12-03 19:00:00
1764792000,673.04,675.66,665.43,666.95,2025-12-03 20:00:00
1764795600,667.2,669.96,655.74,656.51,2025-12-03 21:00:00
1764799200,656.32,657.76,650.86,656.11,2025-12-03 22:00:00
1764802800,656.07,667.84,651.94,663.89,2025-12-03 23:00:00
1764806400,663.82,667.38,653.02,654.75,2025-12-04 00:00:00
1764810000,654.54,662.13,652.5,657.84,2025-12-04 01:00:00
1764813600,658.02,658.17,645.03,651.5,2025-12-04 02:00:00
1764817200,651.75,655.17,644.39,653.64,2025-12-04 03:00:00
1764820800,653.77,653.99,645.63,645.65,2025-12-04 04:00:00
1764824400,645.4,653.09,641.84,653.04,2025-12-04 05:00:00
1764828000,653.1,664.12,651.45,660.22,2025-12-04 06:00:00
1764831600,660.17,669.27,655.69,667.59,2025-12-04 07:00:00
1764835200,667.4,667.4,659.5,660.03,2025-12-04 08:00:00
1764838800,660.21,661.45,651.56,660.97,2025-12-04 09:00:00
1764842400,660.94,662.25,657.36,660.8,2025-12-04 10:00:00
1764846000,660.64,670.39,660.28,668.22,2025-12-04 11:00:00
1764849600,668.12,675.6,665.13,673.91,2025-12-04 12:00:00
1764853200,673.93,679.5,671.92,673.35,2025-12-04 13:00:00
1764856800,673.38,681.17,671.04,679.76,2025-12-04 14:00:00
1764860400,679.74,682.67,670.83,681.86,2025-12-04 15:00:00
1764864000,681.94,683.84,676.48,680.66,2025-12-04 16:00:00
1764867600,680.86,693.45,680.19,688.02,2025-12-04 17:00:00
1764871200,687.92,705.94,687.16,703.68,2025-12-04 18:00:00
1764874800,703.62,708.0,697.99,703.6,2025-12-04 19:00:00
1764878400,703.6,712.25,702.52,709.61,2025-12-04 20:00:00
1764882000,709.71,711.54,691.55,691.55,2025-12-04 21:00:00
1764885600,691.5,711.88,691.24,709.55,2025-12-04 22:00:00
1764889200,709.48,719.27,707.85,713.81,2025-12-04 23:00:00
1764892800,714.1,715.27,707.1,714.35,2025-12-05 00:00:00
1764896400,713.99,716.29,707.17,710.27,2025-12-05 01:00:00
1764900000,710.3,719.39,708.92,717.99,2025-12-05 02:00:00
1764903600,717.83,721.45,712.14,717.1,2025-12-05 03:00:00
1764907200,717.11,728.56,716.79,721.2,2025-12-05 04:00:00
1764910800,721.03,731.23,718.2,728.1,2025-12-05 05:00:00
1764914400,728.01,731.17,718.2,718.29,2025-12-05 06:00:00
1764918000,718.1,724.27,714.77,722.26,2025-12-05 07:00:00
1764921600,721.76,722.57,705.81,707.51,2025-12-05 08:00:00
1764925200,707.42,716.93,701.63,711.65,2025-12-05 09:00:00
1764928800,711.72,715.06,704.57,709.21,2025-12-05 10:00:00
1764932400,709.33,711.64,695.28,697.75,2025-12-05 11:00:00
