time,open,high,low,close,datetime
1758057157,118.2298,118.8219,118.2277,118.5087,2025-09-16 21:12:37
1758060000,118.4794,119.6383,118.4028,119.3306,2025-09-16 22:00:00
1758063600,119.3219,120.1635,118.9253,119.9298,2025-09-16 23:00:00
1758067200,119.9234,120.0774,119.5291,119.8935,2025-09-17 00:00:00
1758070800,119.9003,120.6502,119.5055,119.8182,2025-09-17 01:00:00
1758074400,119.8417,120.0472,118.8251,119.4377,2025-09-17 02:00:00
1758078000,119.4686,119.938,119.0246,119.938,2025-09-17 03:00:00
1758081600,119.9615,120.5724,119.8314,120.234,2025-09-17 04:00:00
1758085200,120.266,120.5587,119.8266,120.4173,2025-09-17 05:00:00
1758088800,120.4133,120.5441,119.5043,119.5513,2025-09-17 06:00:00
1758092400,119.5303,120.3593,119.5249,120.0539,2025-09-17 07:00:00
1758096000,120.0294,120.1518,119.5846,119.657,2025-09-17 08:00:00
1758099600,119.6602,119.8344,118.5218,119.0128,2025-09-17 09:00:00
1758103200,119.017,119.7052,118.7502,119.5283,2025-09-17 10:00:00
1758106800,119.5272,119.9646,118.773,118.9149,2025-09-17 11:00:00
1758110400,118.908,119.3429,118.671,119.0424,2025-09-17 12:00:00
1758114000,119.0606,119.0606,118.2279,118.5976,2025-09-17 13:00:00
1758117600,118.5961,118.6765,117.6932,117.7239,2025-09-17 14:00:00
1758121200,117.7151,118.907,117.2492,118.7926,2025-09-17 15:00:00
1758124800,118.802,118.9864,117.8615,118.3154,2025-09-17 16:00:00
1758128400,118.3259,119.3981,118.1819,119.3046,2025-09-17 17:00:00
1758132000,119.3092,119.8063,119.1449,119.6696,2025-09-17 18:00:00
1758135600,119.6662,120.0692,119.1005,119.3391,2025-09-17 19:00:00
1758139200,119.344,119.8611,118.8884,119.8368,2025-09-17 20:00:00
1758142800,119.8327,120.6337,119.8067,120.0712,2025-09-17 21:00:00
1758146400,120.0545,120.7226,119.7233,119.8099,2025-09-17 22:00:00
1758150000,119.8117,120.8805,119.7465,120.6949,2025-09-17 23:00:00
1758153600,120.6636,121.1044,120.3137,120.5567,2025-09-18 00:00:00
1758157200,120.5581,120.7739,119.7521,120.1866,2025-09-18 01:00:00
1758160800,120.1992,121.0309,119.9592,120.6881,2025-09-18 02:00:00
1758164400,120.6823,121.2912,120.5597,121.0197,2025-09-18 03:00:00
1758168000,121.0306,122.0033,120.9445,121.9924,2025-09-18 04:00:00
1758171600,121.9818,122.1217,121.3187,122.0338,2025-09-18 05:00:00
1758175200,122.0154,122.6531,121.7652,121.9055,2025-09-18 06:00:00
1758178800,121.9172,122.3164,121.7063,121.8961,2025-09-18 07:00:00
1758182400,121.8854,122.0439,121.5075,121.6735,2025-09-18 08:00:00
1758186000,121.6706,121.6957,121.0281,121.1627,2025-09-18 09:00:00
1758189600,121.1377,121.3302,120.38,120.4677,2025-09-18 10:00:00
1758193200,120.4654,120.8393,119.8044,120.7837,2025-09-18 11:00:00
1758196800,120.7762,121.7026,120.6965,121.7026,2025-09-18 12:00:00
1758200400,121.6858,123.035,121.4329,122.2292,2025-09-18 13:00:00
1758204000,122.2143,123.2392,122.0915,122.5127,2025-09-18 14:00:00
1758207600,122.5282,123.4411,122.2578,123.0639,2025-09-18 15:00:00
1758211200,123.0504,124.0087,122.5569,123.8152,2025-09-18 16:00:00
1758214800,123.8255,123.8638,122.8704,123.4293,2025-09-18 17:00:00
1758218400,123.4184,124.0832,123.4156,123.57,2025-09-18 18:00:00
1758222000,123.5407,124.131,123.2244,123.2502,2025-09-18 19:00:00
1758225600,123.254,123.5879,122.9151,122.955,2025-09-18 20:00:00
1758229200,122.9611,123.9733,122.8774,123.6391,2025-09-18 21:00:00
1758232800,123.6461,123.7424,122.5751,122.7073,2025-09-18 22:00:00
1758236400,122.7171,122.8724,122.2009,122.2833,2025-09-18 23:00:00
1758240000,122.2863,123.1714,121.9051,121.9263,2025-09-19 00:00:00
1758243600,121.9042,121.9755,120.87,121.0353,2025-09-19 01:00:00
1758247200,121.0173,121.5882,120.9886,121.3672,2025-09-19 02:00:00
1758250800,121.3624,121.3737,120.2934,120.9159,2025-09-19 03:00:00
1758254400,120.9172,122.167,120.7356,122.0394,2025-09-19 04:00:00
1758258000,122.074,122.2995,121.2626,121.3554,2025-09-19 05:00:00
1758261600,121.2804,121.3251,120.3549,120.6122,2025-09-19 06:00:00
1758265200,120.5906,121.5576,120.4782,120.9093,2025-09-19 07:00:00
1758268800,120.908,121.009,120.3461,120.6414,2025-09-19 08:00:00
1758272400,120.6487,120.7004,119.5631,120.1826,2025-09-19 09:00:00
1758276000,120.2221,121.4463,120.0237,120.8182,2025-09-19 10:00:00
1758279600,120.8007,121.4103,120.429,120.7676,2025-09-19 11:00:00
1758283200,120.7845,121.2725,120.6499,121.0227,2025-09-19 12:00:00
1758286800,121.0286,122.1488,120.9865,122.0667,2025-09-19 13:00:00
1758290400,122.0563,122.9208,121.8046,122.4815,2025-09-19 14:00:00
1758294000,122.4855,123.0804,121.9214,122.0046,2025-09-19 15:00:00
1758297600,122.0196,122.886,122.0086,122.6499,2025-09-19 16:00:00
1758301200,122.676,123.6209,122.2555,123.4728,2025-09-19 17:00:00
1758304800,123.4791,124.0609,123.4508,123.521,2025-09-19 18:00:00
1758308400,123.5509,124.2461,123.3297,123.94,2025-09-19 19:00:00
1758312000,123.9312,124.0976,123.3174,123.8304,2025-09-19 20:00:00
1758315600,123.8277,124.1774,123.2794,124.1193,2025-09-19 21:00:00
1758319200,124.1363,124.1747,122.7812,122.9378,2025-09-19 22:00:00
1758322800,122.9465,123.3391,122.4468,123.1337,2025-09-19 23:00:00
1758326400,123.1434,124.8436,123.1418,124.6486,2025-09-20 00:00:00
1758330000,124.658,125.9848,124.539,125.9269,2025-09-20 01:00:00
1758333600,125.9228,126.1623,125.1534,125.749,2025-09-20 02:00:00
1758337200,125.7487,126.353,125.5396,125.9104,2025-09-20 03:00:00
1758340800,125.9219,127.1129,125.6992,127.0485,2025-09-20 04:00:00
1758344400,127.0296,127.4327,126.2578,126.486,2025-09-20 05:00:00
1758348000,126.4615,127.5291,126.1863,127.4185,2025-09-20 06:00:00
1758351600,127.4062,127.9185,125.7541,126.4655,2025-09-20 07:00:00
1758355200,126.4639,127.35,126.2467,126.5646,2025-09-20 08:00:00
1758358800,126.5579,126.6142,125.1536,125.2917,2025-09-20 09:00:00
1758362400,125.2682,125.5286,124.2802,124.9749,2025-09-20 10:00:00
1758366000,124.9907,125.7246,124.8839,125.2909,2025-09-20 11:00:00
1758369600,125.3007,125.8284,125.2411,125.5115,2025-09-20 12:00:00
1758373200,125.5059,126.132,125.1431,125.31,2025-09-20 13:00:00
1758376800,125.3082,126.2693,125.303,125.9157,2025-09-20 14:00:00
1758380400,125.9158,126.126,125.481,125.9456,2025-09-20 15:00:00
1758384000,125.9569,126.6375,125.1054,125.1305,2025-09-20 16:00:00
1758387600,125.1266,125.9776,125.0837,125.9662,2025-09-20 17:00:00
1758391200,125.9718,127.0198,125.5943,126.9837,2025-09-20 18:00:00
1758394800,126.97,127.0257,126.0637,126.2193,2025-09-20 19:00:00
1758398400,126.2127,126.7113,125.993,126.4222,2025-09-20 20:00:00
1758402000,126.4044,126.8997,126.0651,126.4021,2025-09-20 21:00:00
1758405600,126.4093,126.6568,125.1971,125.4212,2025-09-20 22:00:00
1758409200,125.4217,126.3907,125.1995,126.2498,2025-09-20 23:00:00
1758412800,126.2353,126.2775,125.6077,126.2072,2025-09-21 00:00:00
1758416400,126.2171,126.9494,126.1827,126.6476,2025-09-21 01:00:00
1758420000,126.6509,127.3562,126.2955,127.3122,2025-09-21 02:00:00
1758423600,127.2959,127.7507,126.6721,126.8299,2025-09-21 03:00:00
1758427200,126.8359,127.4207,126.8312,127.2956,2025-09-21 04:00:00
1758430800,127.2861,127.3542,126.4976,126.8187,2025-09-21 05:00:00
1758434400,126.8311,126.9863,126.0533,126.4503,2025-09-21 06:00:00
1758438000,126.4773,126.6433,126.1627,126.4281,2025-09-21 07:00:00
