time,open,high,low,close,datetime
1760646315,1010.95,1022.42,1008.88,1021.14,2025-10-16 20:25:15
1760648400,1020.69,1023.99,1004.36,1008.66,2025-10-16 21:00:00
1760652000,1008.26,1021.61,1003.49,1005.61,2025-10-16 22:00:00
1760655600,1005.29,1021.69,1000.13,1020.45,2025-10-16 23:00:00
1760659200,1020.69,1024.62,1010.92,1012.77,2025-10-17 00:00:00
1760662800,1012.78,1018.23,1006.16,1013.9,2025-10-17 01:00:00
1760666400,1013.89,1015.25,996.96,1009.02,2025-10-17 02:00:00
1760670000,1009.11,1021.44,1008.82,1015.48,2025-10-17 03:00:00
1760673600,1015.06,1020.72,1010.85,1015.45,2025-10-17 04:00:00
1760677200,1015.63,1025.17,1006.06,1024.66,2025-10-17 05:00:00
1760680800,1024.77,1038.51,1024.38,1033.56,2025-10-17 06:00:00
1760684400,1033.44,1052.99,1027.19,1048.68,2025-10-17 07:00:00
1760688000,1049.08,1063.38,1043.3,1043.63,2025-10-17 08:00:00
1760691600,1043.77,1066.33,1043.05,1056.89,2025-10-17 09:00:00
1760695200,1057.2,1075.26,1050.98,1073.96,2025-10-17 10:00:00
1760698800,1074.21,1087.35,1070.66,1082.88,2025-10-17 11:00:00
1760702400,1083.44,1087.01,1078.24,1082.97,2025-10-17 12:00:00
1760706000,1083.01,1085.15,1063.11,1063.17,2025-10-17 13:00:00
1760709600,1063.12,1065.17,1047.88,1048.24,2025-10-17 14:00:00
1760713200,1048.26,1049.81,1033.14,1045.54,2025-10-17 15:00:00
1760716800,1045.76,1059.35,1043.71,1051.97,2025-10-17 16:00:00
1760720400,1051.82,1074.82,1044.85,1071.28,2025-10-17 17:00:00
1760724000,1071.31,1077.89,1065.36,1068.62,2025-10-17 18:00:00
1760727600,1068.78,1071.05,1059.45,1070.84,2025-10-17 19:00:00
1760731200,1070.55,1083.94,1069.58,1076.46,2025-10-17 20:00:00
1760734800,1076.44,1082.38,1070.89,1074.09,2025-10-17 21:00:00
1760738400,1074.16,1076.75,1061.15,1069.53,2025-10-17 22:00:00
1760742000,1069.08,1076.22,1062.16,1064.89,2025-10-17 23:00:00
1760745600,1065.21,1073.76,1060.24,1069.1,2025-10-18 00:00:00
1760749200,1069.45,1083.45,1068.45,1078.12,2025-10-18 01:00:00
1760752800,1077.88,1090.03,1069.0,1085.57,2025-10-18 02:00:00
1760756400,1085.94,1094.42,1079.69,1091.08,2025-10-18 03:00:00
1760760000,1090.26,1092.06,1071.25,1071.68,2025-10-18 04:00:00
1760763600,1071.67,1076.22,1058.63,1063.92,2025-10-18 05:00:00
1760767200,1064.06,1079.89,1055.2,1075.5,2025-10-18 06:00:00
1760770800,1075.3,1075.41,1060.54,1074.41,2025-10-18 07:00:00
1760774400,1074.04,1077.54,1059.73,1076.98,2025-10-18 08:00:00
1760778000,1077.07,1083.63,1066.58,1072.03,2025-10-18 09:00:00
1760781600,1071.99,1077.79,1068.62,1073.17,2025-10-18 10:00:00
1760785200,1072.78,1072.78,1059.95,1064.6,2025-10-18 11:00:00
1760788800,1064.84,1086.83,1064.56,1076.43,2025-10-18 12:00:00
1760792400,1076.25,1077.87,1067.57,1069.37,2025-10-18 13:00:00
1760796000,1069.79,1089.36,1067.65,1087.25,2025-10-18 14:00:00
1760799600,1087.46,1094.21,1084.06,1089.91,2025-10-18 15:00:00
1760803200,1089.6,1098.58,1083.68,1088.61,2025-10-18 16:00:00
1760806800,1088.72,1109.85,1082.25,1102.62,2025-10-18 17:00:00
1760810400,1102.57,1103.61,1090.48,1098.95,2025-10-18 18:00:00
1760814000,1099.23,1113.42,1086.5,1113.42,2025-10-18 19:00:00
1760817600,1113.01,1114.2,1098.63,1102.53,2025-10-18 20:00:00
1760821200,1102.63,1114.33,1102.04,1107.72,2025-10-18 21:00:00
1760824800,1108.17,1120.7,1102.79,1116.32,2025-10-18 22:00:00
1760828400,1116.44,1120.75,1105.46,1105.6,2025-10-18 23:00:00
1760832000,1105.26,1111.16,1098.61,1100.77,2025-10-19 00:00:00
1760835600,1100.95,1105.39,1090.52,1091.62,2025-10-19 01:00:00
1760839200,1091.51,1093.69,1081.12,1086.52,2025-10-19 02:00:00
1760842800,1086.35,1090.56,1077.01,1087.06,2025-10-19 03:00:00
1760846400,1087.01,1107.21,1082.5,1098.86,2025-10-19 04:00:00
1760850000,1098.84,1109.67,1091.37,1091.58,2025-10-19 05:00:00
1760853600,1091.19,1093.69,1079.2,1085.17,2025-10-19 06:00:00
1760857200,1085.19,1087.41,1063.09,1076.79,2025-10-19 07:00:00
1760860800,1076.61,1079.32,1063.47,1075.57,2025-10-19 08:00:00
1760864400,1075.83,1089.16,1073.13,1086.69,2025-10-19 09:00:00
1760868000,1086.68,1090.56,1066.79,1071.26,2025-10-19 10:00:00
1760871600,1071.17,1079.31,1058.9,1061.41,2025-10-19 11:00:00
1760875200,1060.76,1068.08,1049.87,1050.62,2025-10-19 12:00:00
1760878800,1050.85,1057.18,1035.5,1037.97,2025-10-19 13:00:00
1760882400,1038.5,1046.57,1031.69,1045.61,2025-10-19 14:00:00
