time,open,high,low,close,datetime
1764605075,136.7163,137.7487,136.6735,137.6756,2025-12-01 16:04:35
1764608400,137.6944,138.1869,137.2496,138.0854,2025-12-01 17:00:00
1764612000,138.092,139.1084,137.4972,138.1617,2025-12-01 18:00:00
1764615600,138.1504,138.8905,137.7578,138.4989,2025-12-01 19:00:00
1764619200,138.5143,138.5502,136.8397,137.4258,2025-12-01 20:00:00
1764622800,137.4152,137.7986,136.846,137.3589,2025-12-01 21:00:00
1764626400,137.3478,137.3478,136.368,137.0196,2025-12-01 22:00:00
1764630000,137.0053,137.7925,136.9979,137.716,2025-12-01 23:00:00
1764633600,137.7502,137.8186,136.87,136.9956,2025-12-02 00:00:00
1764637200,136.9767,138.1248,136.6014,137.7997,2025-12-02 01:00:00
1764640800,137.8003,139.2484,137.5443,139.2484,2025-12-02 02:00:00
1764644400,139.2349,139.7945,138.1233,138.6983,2025-12-02 03:00:00
1764648000,138.6751,139.1838,138.4377,139.0762,2025-12-02 04:00:00
1764651600,139.0773,139.3856,138.702,139.28,2025-12-02 05:00:00
1764655200,139.3488,139.6658,139.0705,139.2583,2025-12-02 06:00:00
1764658800,139.277,139.8729,139.0236,139.5766,2025-12-02 07:00:00
1764662400,139.5679,139.9088,139.0012,139.5107,2025-12-02 08:00:00
1764666000,139.506,140.0549,138.9605,139.6921,2025-12-02 09:00:00
1764669600,139.7078,140.1935,139.4615,140.1712,2025-12-02 10:00:00
1764673200,140.1761,140.5679,139.7858,140.5044,2025-12-02 11:00:00
1764676800,140.5012,140.561,139.1901,139.499,2025-12-02 12:00:00
1764680400,139.5088,139.7799,139.133,139.371,2025-12-02 13:00:00
1764684000,139.3813,140.0624,138.7257,139.9592,2025-12-02 14:00:00
1764687600,139.9532,141.1373,139.5966,140.9059,2025-12-02 15:00:00
1764691200,140.9226,141.3273,140.6127,141.0141,2025-12-02 16:00:00
1764694800,141.0323,141.9878,140.8374,141.2688,2025-12-02 17:00:00
1764698400,141.2837,141.5732,140.3872,140.6457,2025-12-02 18:00:00
1764702000,140.6764,141.7177,140.5792,141.6488,2025-12-02 19:00:00
