close,epoch,high,low,open,time
107086.0958,1734642078,107176.7967,106337.1198,106465.8599,2024-12-19 21:01:18+00:00
106917.7051,1734645600,107304.8891,106444.1113,107110.486,2024-12-19 22:00:00+00:00
106636.2456,1734649200,107237.9344,105957.0016,106921.9281,2024-12-19 23:00:00+00:00
107201.285,1734652800,107498.1416,106340.6702,106649.1205,2024-12-20 00:00:00+00:00
108025.6127,1734656400,108517.1474,106686.892,107190.9331,2024-12-20 01:00:00+00:00
107132.4362,1734660000,108412.3828,106922.8274,108033.4019,2024-12-20 02:00:00+00:00
106612.6576,1734663600,107347.2723,106068.0694,107134.9907,2024-12-20 03:00:00+00:00
105715.7026,1734667200,107186.7368,105515.2138,106624.8152,2024-12-20 04:00:00+00:00
105284.297,1734670800,105733.7474,104667.9068,105682.033,2024-12-20 05:00:00+00:00
104245.9613,1734674400,105347.9043,103934.2462,105304.1431,2024-12-20 06:00:00+00:00
103101.5314,1734678000,104289.9668,102822.9936,104276.0082,2024-12-20 07:00:00+00:00
103369.2358,1734681600,104365.285,103074.3339,103094.8093,2024-12-20 08:00:00+00:00
102701.9795,1734685200,103603.5022,102267.323,103371.2987,2024-12-20 09:00:00+00:00
103226.9513,1734688800,103309.9132,101922.5371,102720.7984,2024-12-20 10:00:00+00:00
103002.362,1734692400,103259.8693,102309.2028,103259.8693,2024-12-20 11:00:00+00:00
102495.1288,1734696000,103532.7629,102270.02,102968.6728,2024-12-20 12:00:00+00:00
101599.6629,1734699600,102487.4787,100637.6934,102476.7672,2024-12-20 13:00:00+00:00
101623.9236,1734703200,102248.4307,101337.3132,101615.2953,2024-12-20 14:00:00+00:00
101297.9607,1734706800,102305.7234,101079.0287,101644.893,2024-12-20 15:00:00+00:00
102894.1462,1734710400,102913.0922,101149.9972,101320.9412,2024-12-20 16:00:00+00:00
103070.7765,1734714000,103589.1739,102574.2443,102866.3078,2024-12-20 17:00:00+00:00
102895.0321,1734717600,103643.1081,102702.8567,103066.0097,2024-12-20 18:00:00+00:00
102966.1686,1734721200,103614.0477,102711.2236,102900.573,2024-12-20 19:00:00+00:00
101819.3846,1734724800,103177.5635,101662.2827,102960.8663,2024-12-20 20:00:00+00:00
101828.409,1734728400,102805.2288,101590.5561,101780.2857,2024-12-20 21:00:00+00:00
101036.1987,1734732000,101978.3391,100962.825,101828.8492,2024-12-20 22:00:00+00:00
101119.9352,1734735600,101454.3455,100704.4169,101033.4156,2024-12-20 23:00:00+00:00
100977.4659,1734739200,101616.1676,100746.4102,101131.6638,2024-12-21 00:00:00+00:00
100381.3737,1734742800,101028.3213,100207.5093,101000.6715,2024-12-21 01:00:00+00:00
98714.6961,1734746400,100744.4179,98705.8419,100405.2124,2024-12-21 02:00:00+00:00
99302.084,1734750000,99890.2235,98645.7942,98723.6793,2024-12-21 03:00:00+00:00
99321.51,1734753600,100112.0068,98600.89,99305.9377,2024-12-21 04:00:00+00:00
97832.5035,1734757200,99408.8735,97747.7903,99330.1619,2024-12-21 05:00:00+00:00
96688.9128,1734760800,98096.4759,96577.5874,97818.8206,2024-12-21 06:00:00+00:00
96382.9616,1734764400,96850.6234,95965.1591,96688.4976,2024-12-21 07:00:00+00:00
97232.5662,1734768000,97336.3195,95956.4928,96386.8644,2024-12-21 08:00:00+00:00
97652.8869,1734771600,97652.8869,96852.1335,97208.4637,2024-12-21 09:00:00+00:00
97778.4796,1734775200,97881.8658,96899.4974,97634.2058,2024-12-21 10:00:00+00:00
97777.5985,1734778800,98029.9419,97112.4543,97759.6168,2024-12-21 11:00:00+00:00
97285.8654,1734782400,98356.0419,97070.2195,97802.4126,2024-12-21 12:00:00+00:00
99176.3994,1734786000,99760.2304,97193.0187,97272.9942,2024-12-21 13:00:00+00:00
99026.9768,1734789600,99266.0421,98622.5401,99156.2103,2024-12-21 14:00:00+00:00
100287.0221,1734793200,100655.2482,98910.2591,99021.0505,2024-12-21 15:00:00+00:00
97919.4092,1734796800,100555.7555,97858.1303,100293.8185,2024-12-21 16:00:00+00:00
98371.867,1734800400,98712.1747,97263.6124,97922.4339,2024-12-21 17:00:00+00:00
98732.4834,1734804000,98807.6279,97889.7023,98329.1371,2024-12-21 18:00:00+00:00
98314.3045,1734807600,99291.0307,98299.5671,98702.7206,2024-12-21 19:00:00+00:00
99251.0967,1734811200,99530.8022,97974.5469,98326.9517,2024-12-21 20:00:00+00:00
99176.7713,1734814800,99629.3791,98730.2789,99270.5967,2024-12-21 21:00:00+00:00
100106.53,1734818400,100106.53,99188.3974,99193.1837,2024-12-21 22:00:00+00:00
99702.5916,1734822000,100293.3502,98803.8727,100109.3404,2024-12-21 23:00:00+00:00
99841.767,1734825600,100297.0894,99477.6177,99691.5644,2024-12-22 00:00:00+00:00
